,comment,rating
6639,"отличнвй портвейн! не хуже Масандры, примерно равно.",5
6640,Отличный портвейн за свою цену. Нужен металлический штопор с рычагом.,5
6641,"Отзывы на этот портвейн - просто огонь!! Ещё не пробовал, но при ближайшей возможности куплю обязательно - в первую очередь ради легендарной пробки! Вооружусь топором, дрелью, клещами и пассатижами и попробую пройти этот квест!!",5
6642,Не брать ни в коем случае,1
6643,"1.портвейн стоит своих денег 2. не крымский и не голландский, но тоже не плох 3. не 777 естественно 4 . КТО ПРИДУМАЛ В ЭТОЙ БУТЫЛКЕ ТАКИЕ ПРОБКИ ? УЖЕ РАСКОЛОЛ ДВА ГОРЛЫШКА ПОКА ОТКРЫВАЛ И ОДИН ШТОПОР , ВПЕРВЫЕ ВИЖУ ТАКОЕ , БУДЬТЕ ГОТОВЫ К СИЛОВЫМ НАГРУЗКАМ КОГДА БУДЕТЕ БУИЫЛКУ ОТКРЫВАТЬ 5. производитель если ты читаешь это сделай что нибудь с пробкой , желательно из других материалов или каждый раз я буду вспоминать ваш род !",4
6644,Вино зашло (иногда сам делаю вино) хорошо пахнет вкус похож на кагор а про пробку пишут что не открывается использовал железный штопор с рычагом и окуратненько открылась.,5
6645,"Не знаю как оценить, перед НГ брат брал - было вкусное, 5 звёзд. Я брал в январе или феврале - жуткая гадость была, пришлось вылить, 0 звёзд.",2.5
6646,Отличное вино!!!,5
6647,"Насчет законов физики. Пробка из такого плотного материала, загнанная в бутылку прессом, непременно станет расширяться при вворачивании мощного штопора, поскольку слабенький туда не ввернуть. Вчера при вытаскивании пробки, горлышко раскололось и отвалилось. ""Спасибо, что живой"". А технологов завода - пасти овец, перед этим непременно оскопив. Сама жидкость недурна.",3.5
6648,Хорошее вино! Штопор надо брать металлический чтоб открыть,5
6649,"За эту цену - просто находка, дешевле, но не хуже базовой Массандры. Делаю запас. Но пробка... Понятно, что вы узбеки, но уж так-то жестить зачем? У одной из бутылок штопором-нарзанником даже горлышко скололось.",4.5
6650,"Портвешок вкусный, но пробка штопор сломался пытался протолкнуть, законы физики никто не отменял залито под пробку жидкость не сжимается, бутылка вдребезги!",5
6651,Хороший тамада и конкурсы интересные))))))),3
6652,"Хороший портвейн.Но больше покупать не буду,невозможно открыть,приходиться сначала вырезать ножом половину пробки,только потом помогает штопор",3.5
6653,"По вкусовым качествам напиток неплох, но излишняя сладость все портит, пробовал охладить посильнее но не помогло массандровский портвейн будет поинтересней.",4
6654,"вообще с 3мя звездами рейтинга не согласен, прекрасный напиток!",5
6655,"Мне ,понравился !",3
6656,интересный напиток. вкус. аромат. крепленый. понравился вполне. небольшой минус многовато сахара - 7 процентов было бы оптимально. с пробкой справился с трудом. Рекомендую.,5
6657,Негативные отзывы на это вино пишут те кто в креплёных винах ничего не понимает. Вино отличное. За такую смешную цену спасибо КБ. Здесь нет ни химии ни спирта из табуретки. Удивляюсь как в Средней Азии научились делать нечто похожее на португальские креплёные вина. Да оно сладковатое не крепкое как обычные портвейны но это вино НАТУРАЛЬНОЕ. от него не болит голова. от него нет похмелья. Вот уже год как я ужинаю с этим вином вспоминая далёкую молодость. тогда такие вина были повседневными. Из минусов а может и плюсов здесь очень крепкая пробка и я сломал не один штопор прежде чем научился открывать эту бутылку. Совет- купите мощный штопор и вкручивайте его до упора пробив пробку насквозь. только так с силой вы сможете её откупорить.,5
6658,берите шуруповёрт и сверло .штопор не берет эту дрянь.,1
6659,"ни разу не портвейн. Вроде как бочку помыли , забодяжили спирта и сахара. Вообщем , что то вроде бомж пакета. Пить такое нельзя !",1
6660,аромата нет срвсем вкус странный похоже чернила,1
6661,"класная штука, сладко, ликерно, сахарно, но конечно пробка чтоб открыть тот еще квест, снису бал за нее",4
6662,"Что бы не говорили, но вино отличное! Чувствуется реальный вкус Азии.... Вкус раскаленнго летнего солнца! Вкус пыли.... Сладкое? Да, а каким оно должно быть, когда такое солнце! Вы когда нибудь пробовали НАСТОЯЩИЙ узбекский виноград, вызревший на ЛОЗЕ, если нет, то и говорить не о чем. В нем 99%сахара.",5
6663,Сладкий.,3
6664,Людиии)) подскажите как открыть эту бутылку?,5
6665,"Хороший портвейн. Только надо обращать внимание на то, что написано на этикетке, где сказано, что это вино ликерное, десертное и указано содержание сахара - 130 г/дм3 (Для сравнения: в портвейне ""Массандры"" сахара 95 г/дм3). Разумеется, такое вино будет очень сладким. Десертные вина предназначены для того, чтобы пить их маленькими порциями - в качестве аперитива или на десерт. Для питья стаканами или под шашлык они не годятся.",5
6666,второй раз даже бесплатно не возьму,1
6667,"Такого приторного я в советское время не пил, хотя любил портвейны. Но в целом - пить можно. Для такого качества цена завышена - 300 р.",3
6668,это просто компот! ни о какой выдержке по рецептуре нет и речи! юпи просто добавь воды.,1
6669,"Странный прогорклый вкус,даже не смогу описать с чем сравнить,разве что -то вроде жженого сахара,а вот Чашма это хорошо.",5
6670,"сахара,просто тонна.... оценка 1 из 10",5
6671,"Это не десертное вино, это вообще не знаю что. Пласттиковею пробку пришлось высвердливать. Вкуса нет, запох отстоявшей браги, да и о брага наверное вкуснее будет. Как за эти по**и 300 руб. отдать, не рекомендую.",1
6672,я в восторге!,5
6673,"Вкуснятинка, но пробка жесть)",5
6674,"Спиртозность отсутствует, нормальный аромат за эту цену, по моему очень сладкий",4
6675,"Удивительно,что снижают баллы из за якобы не вынимающейся пробки. У меня на удивление вышла легко, НО ЭТО НЕ ПРОБКА, а какая то синтетика! На вкус мне не очень понравилось! Какой то ""химический"", горьковатый привкус.",3
6676,"Напиток не тянет даже на оценку 1,сладкий и противный . Не тратьте дамы и господа свои денежные средства на покупку этого напитка,да и портвейном этот напиток не назовешь.Берегите свое здоровье!",0.5
6677,"За эти деньги одна претензия, сахар надо пополам убавить, и он бомбанул бы многих португальцев. Что-то пишут про пробку, сломаные штопоры. За зиму усидел бутылок 7, проблем не возникало пока. Были бы деньги, чаще пил бы португальский, но на них не напасёшся.",5
6678,Хороший букет для бюджетного вина.,5
6679,Очень странны,2
6680,"Хороший портвейн, но слишком сладкий. В советское время не был таким сладким и легче пился.",4
6681,"Вкусный. На мой вкус чрезмерно сладкий. Пробку, сам «шайтан» делал, открывать пришлось с помощью пассатижей, шила и самореза, за это и снял звезду. А так, понравился, вечером бокальчик перед сном, самое то.",4
6682,"Бодяга,а не вино. Штопор сломан",1
6683,"Неплохой, но очень сладкий",4
6684,"Портвейн хороший, но открыть его удалось только просверлив пробку, предварительно сломав два штопора.",4
6685,"не стоит оно того.... спирт, много много сахара и дешёвый компот. не берите.",1
6686,зашло. буду брать еще. звезду за приторность,4
6687,"Не смог открыть бутылку штопором (сильно вогнана внутрь, сломал штопор) даже с помощью самореза не смог открыть, пришлось сверлить пробку и фильтровать! Ужас какой-то.",1
6688,"цвет: бордово-коричневый с рыжеватым оттенком нос: интенсивный, доминируют тона сухофруктов,варенья из абрикосов,аптечных трав. алкоголь не выпирает. рот: продолжение аромата,низкий танин,высокое ощущение сладости при низкой кислотности,спиртуозен на выдохе. p.s.пить хорошо охлажденным, поможет справится с алкоголем.",2.5
6689,"Этот напиток из настоящего винограда,там где по настоящему тепло, который очень быстро разбирают. Хотел приобрести на днях так и не нашел,всё разобрали.",5
6690,"пить можно под шашлычек, сладость конечно зашкаливает, а так в полне",5
6691,"на сегодняшний день нет напитка ароматнее и вкуснее за свою цену. насыщеный букет ароматов, приятный вкус, хорошее настроение и спокойный сон. с подобными, креплёными, напитками, лучше не перебарщивать, они манят своим вкусом и чуством что можно выпить ещё много. Но нет, тут и кроется коварство, ""выключитесь"" в самый не подходящий момент. обожаю эту лотерею.",5
6692,"Во вкусе и запахе, в основном всякие сухофрукты. Сахара как в любом креплёном -160гр. Но на вкус - сильный перебор сладости. Кагоры как-то легче пьются. Если налить в стакан из морозилки и льда кинуть - можно грамм 200 выпить, не особо морщась. Я разбавлял сухим вином - очень неплохо получилось. Газировкой не разбавляйте, в ней сахара всего чуть-чуть поменьше, чем здесь. А так, нормальное ликёрное вино за демократичный ценник.",4
6693,Вино из СССР спасибо УзССР вспомнил молодость я из БССР,5
6694,"Полное разочарование! В начале 70-х довелось мне в Ташкенте пить ""Чашму"", которую местные называли ""бормотушка"", но главным достижением Узвинпрома было марочное десертное вино ""Узбекистон"", 16 на 16. Как то",1
6695,"Воняет чем то горелым,на вкус очень сладко",2
6696,"Такая чушь Карамель пережарили Сладость до тошноты напомнило ""Акстафа"" 1991 Причём меня продавец отговаривал",1
6697,Просто отвратительное вещество. Однозначно брать не следует !!!! Своих денег не стоит ! Красная цена 99 рублей. Гадость !!!,1
6698,"Для меня слишком сладкий, но мы портвейны в Ташкенте обычно пополам с водой пили. По аромату напоминает Алеатику и мускат фиолетовый из Капланбека.",5
6699,Приторный сладкий напиток... Не рекомендую от слова вообще...,1
6700,"нормальное креплëное вино, можно сказать - вкусное",5
6701,"Насчет качества вина описывать не буду. Говорят про ""было/стало"" а я столкнулся в первый раз. И впервые в жизни при откупоривании я оторвал пол горлышка",4
6702,"Я не понимаю кто хвалит этот (напиток).К портвейну он никак не относится, сладкая вода! Выпей в одного бутылку даже не захмелел",1
6703,"Очень захотелось портвейна, подвернулся этот (красный), сразу показался сильно сладким, я в него добавил красного сухого, немного хорошей клюквенной настойки и получился довольно приятный напиток.",4
6704,За такую цену- просто отлично!!!,5
6705,"С тем узбекским портвейном, что был раньше не сравнится. Просто креплёное, сладкое вино.",2
6706,Жижа,2
6707,"Из минусов только отсутствие ярковыраженного запаха. А так портвейн вполне годный, почти массандра, но только почти(",5
6708,Всё. Испортился. Стал соком непонятно из чего с добавлением спирта. Что красный что белый. В старом - который нормальный - пробка из пробки. Если пробка из белой пены - то это уже шляпа. А я его очень любил. Надо искать что-то еще. Кое где по магазинам остался еще нормальный - но как отличить не знаю - бутылки с хорошим не сфотал - хоть дату выпуска или номер какой записать,0.5
6709,"вполне себе нормальный напиток алкоголика 3 стадии. добавьте пару кубиков льда, чтобы немножко обводнить напиток. вполне себе питкий. может вы и не уловите ноток свежих фруктов и шоколада как в ординарном porto, но попробывать стоит точно. главное помнить даже от хорошего портвейна голова с утра квадратная. кстати можно рекомендовать в коктейлях с водкой.",3
6710,"Конечно это не премиум, но на мой взгляд очень достойный конкурент Массандре (в том числе и в ценовой категории, а ужжж с азербайджанским и рядом не стоял), сравнивать с португальским не будем. Чистым портвейны выпиваю редко и поэтому хочу поделиться рецептом коктейля: смешиваем портвейн с тоником (пропорции каждый выбирает для себя, можно и 50/50) добавляем несколько кубиков льда и дольку цитрусовых (лимон, лайм, апельсин - опять таки каждый выбирает по своему вкусу) и наконец пробуем релаксирующий напиток",4
6711,Вообще не понятно..,1
6712,Бомба,5
6713,Неплохой портвейн за такие деньги,5
6714,"Запах очень приятный, не Массандровский Южнобережный конечно, но очень неплохо. Вкус насыщенный, сладости много для портвейна, но это на любителя. После выпитой бутылки утром было тяжеловато, в этом смысле напиток не самый лучший, впрочем как и любой портвейн. Но срчетание цена/качество на высшем уровне!",5
6715,Вино полный отстой. Компот и спирт. Не рекомендую даже смотреть в его сторону.,1
6716,"Это был первый раз, когда я вылил вино. Почему-то он сладко-соленый какой-то, мерзость редкостная. Узбекское вино до этого пробовал, нравилось.",1
6717,"гадость редкостная. к покупке не рекомендую. не жадничайте, переплатите 100-200 рублей и купите нормальный портвейн",1
6718,"Не плохое ликерное вино. Вкус есть. Минус звезда за резкое и неприятное опьянение. Но по немногу, перед камином потянуть, нормально. А принимая во внимание цену - конкурентов нет. Крымские портвейны не заходят, спиртуозны сильно. Португальские в три раза дороже.",4
6719,Замечательный портвейн.Прекрасный вкус красного винограда.,5
6720,"Приторная сладость, да, отсутствие приятной терпкости, и неповторимого вкуса с запахом, да их здесь даже не намечается. Блин. но там ведь на бутылке написано сахара 130 и это крепленый портвейн! Как портвейн, по мне, Портвейн Белый Крымский белое, производитель Масандра, он лучше, в нем именно по мне, сахара поменьше и есть кислинка. НО КОМУ ТАМ сахара мало стоит попробовать этот. Мне понравился, хотя меньше упомянутого. И еще раз повторюсь - это ликерное вино, а не эталон изысканности. 4-ре потому что, упомянутый мной выше , по мне лучше и возможно что и он не идеал",4
6721,отлично родину,5
6722,"купил первый раз бутылку попробовать. слышу примерно месяца полтора, ждала повода. Когда открыл, был отличный запах и вкус вина. Немного охлаждённый портвейн пилы приятно, оставляя кроме сладости вкус чернослива. Бутылка быстро закончилась)) Вскоре взял ещё парочку. И.... ну вино конечно, вернее виноматериал, но вкуса того нет, запаха нет, приторная сладость есть. Думаю, скорее всего очень нестабильное качество. Первую бутылку выбросили, как их в магазине отличать хз.",3
6723,"Эх ностальгия, тем кто родился после развала СССР может не очень понравиться.",5
6724,читаю отзывы. какой вкус? приторная бормотуха. самый ужасный советский портвейн в сравнении - просто лакшери продукт...,1
6725,"Я пробовала разные портвейны рвзных ценовых категорий,и этот лучший.Почему?Потому что он больше всего похож на домашний(муж и свекровь делают домашнее вино,поэтому есть с чем сравнить).В нем нет привкуса спирта,как во всех других портвейнах.",5
6726,"сплошной сахар, по цвету страшная муть. Впечатление отвратительное. ЭТО НЕ ВИНО..",2
6727,"Портвейн неплохой. Приятно пьётся. Вино ликёрное, соответственно в нём много сахара. Но ощущения приторности нет. Лучше пить слегка охлаждённым. Сравнивать этот портвейн с другими не имеет смысла. Он просто другой. А найти какой- то букет в креплённых сладких винах достаточно сложно. Да и не стоит такая цель при употреблении таких напитков",5
6728,массандровскому портвейну в подмётки не годится.,1
6729,Неплохое вино.можно попробовать.,4
6730,"такое себе, правда, кто восторгается, порт видимо не пил нормальный. невнятный запах, на вкус просто приторная густая алкожидкось. опьянение резкое, не портвейновое, не ровное, кто пил норм порт, нормальный, тот поймет о чем речь.",1
6731,"Ароматизированный виноматериал со спиртом, к портвейну вообще отношения не имеет, если только не называть портвейном незабвенные Три Топора 777.. Максимум на что потратился производитель, то это на этикетку. Реально позорят Узбекистан..",1
6732,"Отличный портвейн за адекватную цену. Вкус насыщенный, приятный",5
6733,Ужастный виноматериал !!!,1
6734,"Отличный вариант советского портвейна. И вкус, и виноградный аромат, много сахара на любителя. Особенно понравится дамам.",5
6735,Этот напиток никакого отношения к порто не имеет . Бормотуха какая-то одна пробка чего стоит (((,5
6736,"обычный,недорогой портвейн. Кто пишет,что сахара много,идите херес сухой пейте. Пару кубиков льда и нормально пьётся,практически без потерь вкуса. Похож на мускат красного от массандры.",4
6737,К настоящему портвейну имеет очень далёкое отношение. Виноматериал + сахар + спирт это точный состав данного напитка.,1
6738,"Вино приторно сладкое, портвейного арамата практически нет. Букет и вкус из за огромного количества сахара ощутить не представляется возможным. Однозначно не советую.",2
6739,Отличный портвейн!!,5
6740,"Как самостоятельный напиток слишком сладок, а под ужин весьма зашло. Вкус понравился.",5
6741,"Поменьше бы сахара. Что белый, что красный одного цвета и одного вкуса, сахар забивает спиртуозность ликерного вина. За свою цену конечно прекрасно.",5
6742,это не портвейн. очень странный вкус,2
6743,Люблю крепленые вина. Пренеприятнейший соленый вкус. Больше просто и сказать нечего. Просто в раковину!!!,1
6744,"Вино хорошее , пьется легко, в меру сладкое. Утром самочувсвие в норме. Можно брать......",5
6745,Зря потраченные деньги и неоправданные ожидания. Слишком сладкий и приторный вкус. Непитьябельный в чистом виде абсолютно.,1
6746,"Прочитала некоторые отрицательные отзывы, но решила рискнуть, цена 250 р по акции - и не пожалела. Вино ликернре, сладкое, пьется приятно, эффект на организм оказывает приятный. За эту цену супер ! Рекомендую! Т. к. оно достаточно сладкое можно сделать и уоктейль с несладким соком!",5
6747,Ничего общего не имеет с вином и портвейном.,0.5
6748,"Обесцвеченное, как будто морской водой разбавленное - соленое какое-то... Такой состав написан шикарный и такой результат плачевный...",1
6749,"Отличное вино, насыщенный вкус",5
6750,Хорошо зашёл),5
6751,Отличный портвейн,5
6752,"Отличный портвейн! Вкус чернослива и солёный вкус крымского сухого хереса. Что-то врод, когда ешь чернослив и глотаешь слёзы.",5
6753,"Мне очень понравилось! Очень напоминает вино Мускатель Массандры при Украине. Яркий вкус, который сделал мой вечер.",5
6754,"Тот самый добрый Ташкентский Порвейн! +100500. Что белый, что красный""",5
6755,"Как в молодости побывал, тот же самый вкус. Чуть бы поменьше сахара и будет норм.",4
6756,Нормальный портвейн.,5
6757,"Очень не плохое вино. Да, не вштыривает.... Просто запить или просто выпить или просто попить... Очень не плохо. Мне напомнило, из далека, монастырскую избу, правда она полусухая... В общем - хорошее винишко, можно утолить жажду или когда хочется чего-то такого, но чтобы не очень. Вино очень демократично - можно под всё....)",4.5
6758,"Слишком водянистое, вкуса ноль.",3
6759,"Что за ""илита"" ставит плохие оценки?! Нормальное сухое вино, в своём ценовом диапазоне. Не призвано вызвать оргазм, просто ХОРОШИЙ СУХАРЬ (кто пил его в Союзе - поймёт). Только охладите",5
6760,"Отличное вино, лёгкое, приятное на вкус+цена радует!",4.5
6761,Прекрасное вино,5
6762,изжога,1
6763,За 328 рублей вполне ничего . Легкое,4
6764,обычное испанское сухое,4
6765,"За 300 руб отличное вино, вкусное)) П. С беру обычно по цене не ниже 500 руб, это вино удивило, нисколько не хуже",5
6766,"Пустое, без изысков, но пить можно.",3
6767,Вкус отвратительный (((,5
6768,Уксус,1
6769,"Нормальное вино Спуртуозности нет Легкое В ""букетах"" не понимаю,но по моему за 300₽ его нигде не будет Вообщем брать можно",5
6770,"Кислое и несуразное, пустое.",1
6771,"Отвратительно, не вкусно",1
6772,"Не отрава,но весьма посредственно.Я это называю алиготе",3
6773,Из бюджетных вин предпочитаю именно это. Легкое и простое.,5
6774,пить можно. никакое,3
6775,"Покупала перео мной девушка,купила и я.Не понравилось. О вкусах не спорят",5
6776,Обожаю это вино )))) вкусное и недорогое,5
6777,Мне не зашло,3
6778,"Простое, молодое итальянское вино. До 500р. в к&б ничего лучше нет. В Риме 2-3 евро такие ничем особенно друг от друга не отличающиеся.",5
6779,"Не понравилось. Ни аромата, ни вкуса. Очень простое с легкой кислинкой.",3
6780,"Потрясающее вино,вкус,запах,утром нет ощущений вчерашней посиделки",5
6781,"Неплохое вино, но есть и получше за эти деньги.",4
6782,"вино бывает разных партий. С тёмно-зелёной крышкой хорошее, со светло-зелёной пить невозможно. Спиртом отдаёт и запах ужас.",4
6783,"Отличное вино, легкое, вкусное.",5
6784,очень поиятное вино.,5
6785,"Хороший вариант для знойного лета из Сицилии, не терпкое, легкая кислинка,почти идеально...",4
6786,"Хорошее вино, с минимальной кислотность. Голова после него не болит",5
6787,вино отличное за свою цену) пьется легко,5
6788,"Лёгкое, летнее вино с приятным послевкусием - попробовал с фруктами: идеально! Идеальное соотношение цена/качество",5
6789,"Очень люблю это вино: вкусное, лёгкое, идеально сочетается с морепродуктами. Бонусом считаю и весьма приятную цену.",5
6790,"вкусное,легкое,беру постоянно, очень нравится,голова с него не болит,как с некоторых....цена отличная))))",5
6791,"Вино, с учетом цены приятно удивило. своеобразный аналог португальского виньо верде. Эталонное вино в жанре сверхлегких белых вин. Сбалансированное и тонкое, хороший вариант для знакомства с высокой культурой производства именно легких белых вин Италии. Искушенные в вине люди - оценят и поймут. Гастрономичное весьма.",5
6792,На вино мало похоже. Больше на воду.,3
6793,"За эту цену супер. разбавляю апельсиновым соком, и вообще отлично!!!",5
6794,Отличное вино !!! Особенно холодное ☺️☺️☺️,5
6795,"Очень слабое вино, в плане вкуса и запаха, красивая только этикетка...",2
6796,"Отличное сухое, легкое, не спиртуозное, для столового просто супер, и цена радует. Рекомендую всем любителям сухих итальянских.",5
6797,"Прекрасный напиток, с выраженным послевкусием грейпфрута.",5
6798,"Кристина, похмеляться первого января безалкогольным вином - плохая идея !",5
6799,"не понятно какой вкус. ощущение что взяли сок сухой смешали с сахарозаменителем. напиток не похож на лимонад ни как, и при этом не похож на вино безалкогольное. не пойми что. полное разочарование. не рекомендую к покупке.",1
6800,"Что это непонятно, но точно не вино) Разбавленный водой грейпфрутовый компот..500 р за это отдавать..",5
6801,"Приятное на вкус, чувствуется и грейпфрут и виноград, вкус вина ощущается, а не компота)Вино понравилось!",5
6802,"Ужасное,похоже на выветренное шампанское!",1
6803,Вино просто Супер!,5
6804,"Вино понравилось. Конечно, с алкогольным не сравнить - не хватает глубины и насыщенности вкуса, но их и не стоит сравнивать. По вкусу приятное, лёгкое, с кислинкой, как альтернатива алкогольному меня устраивает. Покупала красное из этой серии - оно не понравилось. Перед употреблением обязательно охлаждайте, иначе вкус и запах меняется не в лучшую сторону.",5
6805,"вкусное, достаточно яркое.",5
6806,ужасный вкус,1
6807,"Ожидала вкус вина, но нет, это просто легкий грейпфрутовый напиток, с далеким намеком на аромат винограда. Своей цены не стоит.",2
6808,"одно из лучших безалкогольных,привкус цитруса ,то что надо,остальная серия этой линейки менее удачна,как все безалкогольные вина сладковато пресные,а это оригинально и бодряще,в охлажденном виде лучше. Рекомендую к курице ,сырам,да и к рыбке неплохо.",4
6809,"Отличное вино, я не пью алкоголь и для меня это выход. Думала будет не вкусно но оказалось очень вкусное, в меру сладкое не притворное) мне очень очень понравилось",5
6810,0 звезд. Омерзительное со вкусом прокисшего грейпфрута. Даже лед не помог этому напитку,1
6811,"Очень приятное вино с потрясающим ароматом грейпфрута. Читала плохие отзывы, но решила попробовать и не пожалела!",5
6812,"Мне это вино очень понравилось. Очень деликатныц вкус, чувствуются и винные ноты и аромат грейпфрута. Я это вино буду брать.",5
6813,"Мне очень понравилось вино. Кислинка присутствует как я люблю, вкус приятный, похоже на розе и как альтернатива вину, очень неплохо.",5
6814,"Смешали воду с сахаром, лимонкой и добавили красителя. Не рекомендую!",1
6815,"На вкус это даже отдаленно не вино. запах забродившего сока перебивает даже охоту пробовать. Разбавьте сок водой, литр сока на ведро воды, вот это будет его вкус.",1
6816,"Кисловатое. Такое ощущение, что в бокале 1 часть вина и 20 частей воды…",1.5
6817,"Очень понравилось, пьется легко, не противное. И на вкус действительно похоже на вино .",5
6818,"Вино отличное, но употреблять надо охдожденным!!",5
6819,Не вкусное. Кислое со вкусом грейпфрута. Больше не куплю. Взяла по отзывам и пожалела.,1
6820,"Очень вкусное вино. Чувствуется послевкусие вина, но голова ясная. Это мой фаворит.",5
6821,"Приятное, но просто rose понравилось больше.",3
6822,Отвратительный вкус кислой воды с привкусом грейпфрута.,1
6823,На вкус как вода с соком грейпфрута,1
6824,"Удивительно приятное вино. Охлажденное просто прекрасное. Красное и белое этого бренда мне не зашли, а розовый грейпфрут просто великолепен",4.5
6825,"На удивление Хорошее вино ,надо пить охлаждённым",5
6826,"Пустое. Ощущение разбавленного вина. Виноградный аромат, присутствует.",3
6827,"Не особо люблю вино, у меня от него обычно болит голова, но это приятно порадовало. Брала на день святого Валентина, в компанию к роллам и фильму с Лесли Нильсеном. Романтический вечер получился довольно удачным, не считая того, что от фильма мы хохотали, как последние сволочи. Вкус вина хороший, небольшая газация, пьется довольно легко",5
6828,"Вкус действительно Vihno Verde, только из серии дешевых, за 2,5 евро. Как и положено есть слабая газация, цвет соответствует этому вину.",4
6829,"Отличное легкое вино! Не кислит не горчит, сбалансированное- прекрасный летний напиток! Идеально подходит к мясу, оставляет только приятное впечатление. После него нет ни тяжести, ни головной боли! Португалия как всегда на высоте!",5
6830,Это вино не впечатлило. Слишком сладко для винью Верде.,3
6831,Очень вкусное.,5
6832,"очень вкусное вино,нежное,ароматное ,лёгкое,то что надо. мое любимое. пробовала и дороже, но это вкуснее.",5
6833,"мое любимое,голова не болит на утро!",5
6834,очень понравилось.,5
6835,"очень неплохое легкое вино, приятная фруктовая нота, сбалансированная кислотность, понравилось",5
6836,наш любимый напиток с сестрой),5
6837,"Сладкое, с газацией - не моё! Покупала по рекомендации. На Испанское как-то совсем не походит)",4
6838,Хорошее вино для лета,5
6839,"хорошее,вкусное вино. пузырики газа добавляют пикантности. будем брать",5
6840,"Хорошее вино, но все же как будто это шампанское, пьется приятно, на после вкусии легкая кислинка и газов не так много, что очень даже хорошо, так что я бы назвал это Шампанский виноград.",4
